season,round,driver,driver_points,driver_wins,driver_standings_pos
2003,1,coulthard,10,1,1
2003,1,montoya,8,0,2
2003,1,raikkonen,6,0,3
2003,1,michael_schumacher,5,0,4
2003,1,trulli,4,0,5
2003,1,frentzen,3,0,6
2003,1,alonso,2,0,7
2003,1,ralf_schumacher,1,0,8
2003,1,villeneuve,0,0,9
2003,1,button,0,0,10
2003,1,verstappen,0,0,11
2003,2,raikkonen,16,1,1
2003,2,coulthard,10,1,2
2003,2,montoya,8,0,3
2003,2,barrichello,8,0,4
2003,2,alonso,8,0,5
2003,2,michael_schumacher,8,0,6
2003,2,trulli,8,0,7
2003,2,ralf_schumacher,6,0,8
2003,2,frentzen,3,0,9
2003,2,button,2,0,10
2003,2,heidfeld,1,0,11
2003,2,villeneuve,0,0,12
2003,2,firman,0,0,13
2003,2,verstappen,0,0,14
2003,2,matta,0,0,15
2003,3,raikkonen,24,1,1
2003,3,coulthard,15,1,2
2003,3,alonso,14,0,3
2003,3,fisichella,10,1,4
2003,3,trulli,9,0,5
2003,3,montoya,8,0,6
2003,3,barrichello,8,0,7
2003,3,michael_schumacher,8,0,8
2003,3,ralf_schumacher,8,0,9
2003,3,frentzen,7,0,10
2003,3,villeneuve,3,0,11
2003,3,button,2,0,12
2003,3,heidfeld,1,0,13
2003,3,webber,0,0,14
2003,3,matta,0,0,15
2003,3,firman,0,0,16
2003,3,verstappen,0,0,17
2003,4,raikkonen,32,1,1
2003,4,coulthard,19,1,2
2003,4,michael_schumacher,18,1,3
2003,4,alonso,17,0,4
2003,4,barrichello,14,0,5
2003,4,ralf_schumacher,13,0,6
2003,4,fisichella,10,1,7
2003,4,montoya,10,0,8
2003,4,trulli,9,0,9
2003,4,frentzen,7,0,10
2003,4,villeneuve,3,0,11
2003,4,button,3,0,12
2003,4,heidfeld,1,0,13
2003,4,panis,0,0,14
2003,4,webber,0,0,15
2003,4,matta,0,0,16
2003,4,firman,0,0,17
2003,4,verstappen,0,0,18
2003,4,pizzonia,0,0,19
2003,5,raikkonen,32,1,1
2003,5,michael_schumacher,28,2,2
2003,5,alonso,25,0,3
2003,5,barrichello,20,0,4
2003,5,coulthard,19,1,5
2003,5,ralf_schumacher,17,0,6
2003,5,montoya,15,0,7
2003,5,fisichella,10,1,8
2003,5,trulli,9,0,9
2003,5,frentzen,7,0,10
2003,5,villeneuve,3,0,11
2003,5,matta,3,0,12
2003,5,button,3,0,13
2003,5,webber,2,0,14
2003,5,heidfeld,1,0,15
2003,5,firman,1,0,16
2003,5,panis,0,0,17
2003,5,verstappen,0,0,18
2003,5,wilson,0,0,19
2003,5,pizzonia,0,0,20
2003,6,raikkonen,40,1,1
2003,6,michael_schumacher,38,3,2
2003,6,barrichello,26,0,3
2003,6,alonso,25,0,4
2003,6,coulthard,23,1,5
2003,6,ralf_schumacher,20,0,6
2003,6,montoya,15,0,7
2003,6,fisichella,10,1,8
2003,6,trulli,10,0,9
2003,6,button,8,0,10
2003,6,frentzen,7,0,11
2003,6,webber,4,0,12
2003,6,villeneuve,3,0,13
2003,6,matta,3,0,14
2003,6,heidfeld,1,0,15
2003,6,firman,1,0,16
2003,6,pizzonia,0,0,17
2003,6,panis,0,0,18
2003,6,verstappen,0,0,19
2003,6,wilson,0,0,20
2003,7,raikkonen,48,1,1
2003,7,michael_schumacher,44,3,2
2003,7,alonso,29,0,3
2003,7,barrichello,27,0,4
2003,7,montoya,25,1,5
2003,7,coulthard,25,1,6
2003,7,ralf_schumacher,25,0,7
2003,7,trulli,13,0,8
2003,7,fisichella,10,1,9
2003,7,button,8,0,10
2003,7,frentzen,7,0,11
2003,7,webber,4,0,12
2003,7,matta,3,0,13
2003,7,villeneuve,3,0,14
2003,7,heidfeld,1,0,15
2003,7,firman,1,0,16
2003,7,panis,0,0,17
2003,7,pizzonia,0,0,18
2003,7,verstappen,0,0,19
2003,7,wilson,0,0,20
2003,8,michael_schumacher,54,4,1
2003,8,raikkonen,51,1,2
2003,8,alonso,34,0,3
2003,8,ralf_schumacher,33,0,4
2003,8,montoya,31,1,5
2003,8,barrichello,31,0,6
2003,8,coulthard,25,1,7
2003,8,trulli,13,0,8
2003,8,fisichella,10,1,9
2003,8,button,8,0,10
2003,8,frentzen,7,0,11
2003,8,webber,6,0,12
2003,8,matta,3,0,13
2003,8,villeneuve,3,0,14
2003,8,panis,1,0,15
2003,8,heidfeld,1,0,16
2003,8,firman,1,0,17
2003,8,pizzonia,0,0,18
2003,8,verstappen,0,0,19
2003,8,wilson,0,0,20
2003,9,michael_schumacher,58,4,1
2003,9,raikkonen,51,1,2
2003,9,ralf_schumacher,43,1,3
2003,9,montoya,39,1,4
2003,9,alonso,39,0,5
2003,9,barrichello,37,0,6
2003,9,coulthard,25,1,7
2003,9,trulli,13,0,8
2003,9,fisichella,10,1,9
2003,9,button,10,0,10
2003,9,webber,9,0,11
2003,9,frentzen,7,0,12
2003,9,matta,3,0,13
2003,9,villeneuve,3,0,14
2003,9,heidfeld,2,0,15
2003,9,panis,1,0,16
2003,9,firman,1,0,17
2003,9,pizzonia,0,0,18
2003,9,verstappen,0,0,19
2003,9,wilson,0,0,20
2003,10,michael_schumacher,64,4,1
2003,10,raikkonen,56,1,2
2003,10,ralf_schumacher,53,2,3
2003,10,montoya,47,1,4
2003,10,barrichello,39,0,5
2003,10,alonso,39,0,6
2003,10,coulthard,29,1,7
2003,10,trulli,13,0,8
2003,10,webber,12,0,9
2003,10,fisichella,10,1,10
2003,10,button,10,0,11
2003,10,frentzen,7,0,12
2003,10,villeneuve,3,0,13
2003,10,matta,3,0,14
2003,10,panis,2,0,15
2003,10,heidfeld,2,0,16
2003,10,firman,1,0,17
2003,10,pizzonia,0,0,18
2003,10,verstappen,0,0,19
2003,10,wilson,0,0,20
2003,11,michael_schumacher,69,4,1
2003,11,raikkonen,62,1,2
2003,11,montoya,55,1,3
2003,11,ralf_schumacher,53,2,4
2003,11,barrichello,49,1,5
2003,11,alonso,39,0,6
2003,11,coulthard,33,1,7
2003,11,trulli,16,0,8
2003,11,webber,12,0,9
2003,11,button,11,0,10
2003,11,fisichella,10,1,11
2003,11,frentzen,7,0,12
2003,11,matta,5,0,13
2003,11,villeneuve,3,0,14
2003,11,panis,2,0,15
2003,11,heidfeld,2,0,16
2003,11,firman,1,0,17
2003,11,pizzonia,0,0,18
2003,11,verstappen,0,0,19
2003,11,wilson,0,0,20
2003,12,michael_schumacher,71,4,1
2003,12,montoya,65,2,2
2003,12,raikkonen,62,1,3
2003,12,ralf_schumacher,53,2,4
2003,12,barrichello,49,1,5
2003,12,alonso,44,0,6
2003,12,coulthard,41,1,7
2003,12,trulli,22,0,8
2003,12,button,12,0,9
2003,12,webber,12,0,10
2003,12,fisichella,10,1,11
2003,12,matta,8,0,12
2003,12,frentzen,7,0,13
2003,12,panis,6,0,14
2003,12,villeneuve,3,0,15
2003,12,heidfeld,2,0,16
2003,12,firman,1,0,17
2003,12,pizzonia,0,0,18
2003,12,verstappen,0,0,19
2003,12,wilson,0,0,20
2003,12,kiesa,0,0,21
2003,13,michael_schumacher,72,4,1
2003,13,montoya,71,2,2
2003,13,raikkonen,70,1,3
2003,13,ralf_schumacher,58,2,4
2003,13,alonso,54,1,5
2003,13,barrichello,49,1,6
2003,13,coulthard,45,1,7
2003,13,trulli,24,0,8
2003,13,webber,15,0,9
2003,13,button,12,0,10
2003,13,fisichella,10,1,11
2003,13,matta,8,0,12
2003,13,frentzen,7,0,13
2003,13,panis,6,0,14
2003,13,villeneuve,3,0,15
2003,13,heidfeld,2,0,16
2003,13,firman,1,0,17
2003,13,pizzonia,0,0,18
2003,13,verstappen,0,0,19
2003,13,wilson,0,0,20
2003,13,kiesa,0,0,21
2003,14,michael_schumacher,82,5,1
2003,14,montoya,79,2,2
2003,14,raikkonen,75,1,3
2003,14,ralf_schumacher,58,2,4
2003,14,barrichello,55,1,5
2003,14,alonso,55,1,6
2003,14,coulthard,45,1,7
2003,14,trulli,24,0,8
2003,14,webber,17,0,9
2003,14,button,12,0,10
2003,14,fisichella,10,1,11
2003,14,matta,8,0,12
2003,14,frentzen,7,0,13
2003,14,panis,6,0,14
2003,14,villeneuve,6,0,15
2003,14,gene,4,0,16
2003,14,heidfeld,2,0,17
2003,14,firman,1,0,18
2003,14,pizzonia,0,0,19
2003,14,verstappen,0,0,20
2003,14,wilson,0,0,21
2003,14,baumgartner,0,0,22
2003,14,kiesa,0,0,23
2003,15,michael_schumacher,92,6,1
2003,15,raikkonen,83,1,2
2003,15,montoya,82,2,3
2003,15,ralf_schumacher,58,2,4
2003,15,barrichello,55,1,5
2003,15,alonso,55,1,6
2003,15,coulthard,45,1,7
2003,15,trulli,29,0,8
2003,15,webber,17,0,9
2003,15,frentzen,13,0,10
2003,15,fisichella,12,1,11
2003,15,button,12,0,12
2003,15,matta,8,0,13
2003,15,heidfeld,6,0,14
2003,15,panis,6,0,15
2003,15,villeneuve,6,0,16
2003,15,gene,4,0,17
2003,15,firman,1,0,18
2003,15,wilson,1,0,19
2003,15,pizzonia,0,0,20
2003,15,verstappen,0,0,21
2003,15,kiesa,0,0,22
2003,15,baumgartner,0,0,23
2003,16,michael_schumacher,93,6,1
2003,16,raikkonen,91,1,2
2003,16,montoya,82,2,3
2003,16,barrichello,65,2,4
2003,16,ralf_schumacher,58,2,5
2003,16,alonso,55,1,6
2003,16,coulthard,51,1,7
2003,16,trulli,33,0,8
2003,16,button,17,0,9
2003,16,webber,17,0,10
2003,16,frentzen,13,0,11
2003,16,fisichella,12,1,12
2003,16,matta,10,0,13
2003,16,heidfeld,6,0,14
2003,16,panis,6,0,15
2003,16,villeneuve,6,0,16
2003,16,gene,4,0,17
2003,16,sato,3,0,18
2003,16,firman,1,0,19
2003,16,wilson,1,0,20
2003,16,pizzonia,0,0,21
2003,16,verstappen,0,0,22
2003,16,kiesa,0,0,23
2003,16,baumgartner,0,0,24
2004,1,michael_schumacher,10,1,1
2004,1,barrichello,8,0,2
2004,1,alonso,6,0,3
2004,1,ralf_schumacher,5,0,4
2004,1,montoya,4,0,5
2004,1,button,3,0,6
2004,1,trulli,2,0,7
2004,1,coulthard,1,0,8
2004,1,sato,0,0,9
2004,1,fisichella,0,0,10
2004,1,klien,0,0,11
2004,1,matta,0,0,12
2004,1,panis,0,0,13
2004,1,pantano,0,0,14
2004,2,michael_schumacher,20,2,1
2004,2,barrichello,13,0,2
2004,2,montoya,12,0,3
2004,2,button,9,0,4
2004,2,alonso,8,0,5
2004,2,trulli,6,0,6
2004,2,ralf_schumacher,5,0,7
2004,2,coulthard,4,0,8
2004,2,massa,1,0,9
2004,2,matta,0,0,10
2004,2,sato,0,0,11
2004,2,fisichella,0,0,12
2004,2,klien,0,0,13
2004,2,panis,0,0,14
2004,2,pantano,0,0,15
2004,2,bruni,0,0,16
2004,2,baumgartner,0,0,17
2004,3,michael_schumacher,30,3,1
2004,3,barrichello,21,0,2
2004,3,button,15,0,3
2004,3,montoya,12,0,4
2004,3,alonso,11,0,5
2004,3,trulli,11,0,6
2004,3,ralf_schumacher,7,0,7
2004,3,sato,4,0,8
2004,3,coulthard,4,0,9
2004,3,massa,1,0,10
2004,3,webber,1,0,11
2004,3,matta,0,0,12
2004,3,panis,0,0,13
2004,3,fisichella,0,0,14
2004,3,klien,0,0,15
2004,3,pantano,0,0,16
2004,3,bruni,0,0,17
2004,3,heidfeld,0,0,18
2004,3,baumgartner,0,0,19
2004,4,michael_schumacher,40,4,1
2004,4,barrichello,24,0,2
2004,4,button,23,0,3
2004,4,montoya,18,0,4
2004,4,alonso,16,0,5
2004,4,trulli,15,0,6
2004,4,ralf_schumacher,9,0,7
2004,4,sato,4,0,8
2004,4,coulthard,4,0,9
2004,4,massa,1,0,10
2004,4,webber,1,0,11
2004,4,raikkonen,1,0,12
2004,4,fisichella,0,0,13
2004,4,matta,0,0,14
2004,4,panis,0,0,15
2004,4,klien,0,0,16
2004,4,pantano,0,0,17
2004,4,bruni,0,0,18
2004,4,baumgartner,0,0,19
2004,4,heidfeld,0,0,20
2004,5,michael_schumacher,50,5,1
2004,5,barrichello,32,0,2
2004,5,button,24,0,3
2004,5,alonso,21,0,4
2004,5,trulli,21,0,5
2004,5,montoya,18,0,6
2004,5,ralf_schumacher,12,0,7
2004,5,sato,8,0,8
2004,5,coulthard,4,0,9
2004,5,fisichella,2,0,10
2004,5,massa,1,0,11
2004,5,raikkonen,1,0,12
2004,5,webber,1,0,13
2004,5,matta,0,0,14
2004,5,panis,0,0,15
2004,5,klien,0,0,16
2004,5,pantano,0,0,17
2004,5,bruni,0,0,18
2004,5,baumgartner,0,0,19
2004,5,heidfeld,0,0,20
2004,6,michael_schumacher,50,5,1
2004,6,barrichello,38,0,2
2004,6,button,32,0,3
2004,6,trulli,31,1,4
2004,6,montoya,23,0,5
2004,6,alonso,21,0,6
2004,6,ralf_schumacher,12,0,7
2004,6,sato,8,0,8
2004,6,massa,5,0,9
2004,6,coulthard,4,0,10
2004,6,matta,3,0,11
2004,6,fisichella,2,0,12
2004,6,heidfeld,2,0,13
2004,6,panis,1,0,14
2004,6,raikkonen,1,0,15
2004,6,webber,1,0,16
2004,6,baumgartner,0,0,17
2004,6,klien,0,0,18
2004,6,pantano,0,0,19
2004,6,bruni,0,0,20
2004,7,michael_schumacher,60,6,1
2004,7,barrichello,46,0,2
2004,7,button,38,0,3
2004,7,trulli,36,1,4
2004,7,alonso,25,0,5
2004,7,montoya,24,0,6
2004,7,ralf_schumacher,12,0,7
2004,7,sato,8,0,8
2004,7,massa,5,0,9
2004,7,fisichella,5,0,10
2004,7,coulthard,4,0,11
2004,7,matta,3,0,12
2004,7,webber,3,0,13
2004,7,heidfeld,2,0,14
2004,7,panis,1,0,15
2004,7,raikkonen,1,0,16
2004,7,baumgartner,0,0,17
2004,7,klien,0,0,18
2004,7,pantano,0,0,19
2004,7,bruni,0,0,20
2004,8,michael_schumacher,70,7,1
2004,8,barrichello,54,0,2
2004,8,button,44,0,3
2004,8,trulli,36,1,4
2004,8,alonso,25,0,5
2004,8,montoya,24,0,6
2004,8,ralf_schumacher,12,0,7
2004,8,fisichella,10,0,8
2004,8,sato,8,0,9
2004,8,coulthard,7,0,10
2004,8,massa,5,0,11
2004,8,raikkonen,5,0,12
2004,8,matta,3,0,13
2004,8,heidfeld,3,0,14
2004,8,webber,3,0,15
2004,8,glock,2,0,16
2004,8,panis,1,0,17
2004,8,klien,0,0,18
2004,8,baumgartner,0,0,19
2004,8,pantano,0,0,20
2004,8,bruni,0,0,21
2004,9,michael_schumacher,80,8,1
2004,9,barrichello,62,0,2
2004,9,button,44,0,3
2004,9,trulli,41,1,4
2004,9,alonso,25,0,5
2004,9,montoya,24,0,6
2004,9,sato,14,0,7
2004,9,ralf_schumacher,12,0,8
2004,9,fisichella,10,0,9
2004,9,coulthard,9,0,10
2004,9,raikkonen,8,0,11
2004,9,massa,5,0,12
2004,9,panis,5,0,13
2004,9,matta,3,0,14
2004,9,heidfeld,3,0,15
2004,9,webber,3,0,16
2004,9,glock,2,0,17
2004,9,baumgartner,1,0,18
2004,9,klien,0,0,19
2004,9,pantano,0,0,20
2004,9,bruni,0,0,21
2004,10,michael_schumacher,90,9,1
2004,10,barrichello,68,0,2
2004,10,button,48,0,3
2004,10,trulli,46,1,4
2004,10,alonso,33,0,5
2004,10,montoya,25,0,6
2004,10,sato,14,0,7
2004,10,ralf_schumacher,12,0,8
2004,10,coulthard,12,0,9
2004,10,fisichella,10,0,10
2004,10,raikkonen,10,0,11
2004,10,massa,5,0,12
2004,10,panis,5,0,13
2004,10,matta,3,0,14
2004,10,webber,3,0,15
2004,10,heidfeld,3,0,16
2004,10,glock,2,0,17
2004,10,baumgartner,1,0,18
2004,10,klien,0,0,19
2004,10,gene,0,0,20
2004,10,pantano,0,0,21
2004,10,bruni,0,0,22
2004,11,michael_schumacher,100,10,1
2004,11,barrichello,74,0,2
2004,11,button,53,0,3
2004,11,trulli,46,1,4
2004,11,alonso,33,0,5
2004,11,montoya,29,0,6
2004,11,raikkonen,18,0,7
2004,11,sato,14,0,8
2004,11,coulthard,14,0,9
2004,11,fisichella,13,0,10
2004,11,ralf_schumacher,12,0,11
2004,11,massa,5,0,12
2004,11,panis,5,0,13
2004,11,webber,4,0,14
2004,11,matta,3,0,15
2004,11,heidfeld,3,0,16
2004,11,glock,2,0,17
2004,11,baumgartner,1,0,18
2004,11,klien,0,0,19
2004,11,gene,0,0,20
2004,11,pantano,0,0,21
2004,11,bruni,0,0,22
2004,12,michael_schumacher,110,11,1
2004,12,barrichello,74,0,2
2004,12,button,61,0,3
2004,12,trulli,46,1,4
2004,12,alonso,39,0,5
2004,12,montoya,33,0,6
2004,12,coulthard,19,0,7
2004,12,raikkonen,18,0,8
2004,12,sato,15,0,9
2004,12,fisichella,13,0,10
2004,12,ralf_schumacher,12,0,11
2004,12,webber,7,0,12
2004,12,massa,5,0,13
2004,12,panis,5,0,14
2004,12,matta,3,0,15
2004,12,heidfeld,3,0,16
2004,12,glock,2,0,17
2004,12,pizzonia,2,0,18
2004,12,baumgartner,1,0,19
2004,12,klien,0,0,20
2004,12,gene,0,0,21
2004,12,pantano,0,0,22
2004,12,bruni,0,0,23
2004,13,michael_schumacher,120,12,1
2004,13,barrichello,82,0,2
2004,13,button,65,0,3
2004,13,trulli,46,1,4
2004,13,alonso,45,0,5
2004,13,montoya,38,0,6
2004,13,coulthard,19,0,7
2004,13,raikkonen,18,0,8
2004,13,sato,18,0,9
2004,13,fisichella,14,0,10
2004,13,ralf_schumacher,12,0,11
2004,13,webber,7,0,12
2004,13,massa,5,0,13
2004,13,panis,5,0,14
2004,13,pizzonia,4,0,15
2004,13,matta,3,0,16
2004,13,heidfeld,3,0,17
2004,13,glock,2,0,18
2004,13,baumgartner,1,0,19
2004,13,klien,0,0,20
2004,13,gene,0,0,21
2004,13,pantano,0,0,22
2004,13,bruni,0,0,23
2004,14,michael_schumacher,128,12,1
2004,14,barrichello,88,0,2
2004,14,button,65,0,3
2004,14,trulli,46,1,4
2004,14,alonso,45,0,5
2004,14,montoya,38,0,6
2004,14,raikkonen,28,1,7
2004,14,coulthard,21,0,8
2004,14,sato,18,0,9
2004,14,fisichella,18,0,10
2004,14,ralf_schumacher,12,0,11
2004,14,massa,10,0,12
2004,14,webber,7,0,13
2004,14,panis,6,0,14
2004,14,pizzonia,4,0,15
2004,14,klien,3,0,16
2004,14,matta,3,0,17
2004,14,heidfeld,3,0,18
2004,14,glock,2,0,19
2004,14,baumgartner,1,0,20
2004,14,gene,0,0,21
2004,14,zonta,0,0,22
2004,14,pantano,0,0,23
2004,14,bruni,0,0,24
2004,15,michael_schumacher,136,12,1
2004,15,barrichello,98,1,2
2004,15,button,71,0,3
2004,15,trulli,46,1,4
2004,15,alonso,45,0,5
2004,15,montoya,42,0,6
2004,15,raikkonen,28,1,7
2004,15,coulthard,24,0,8
2004,15,sato,23,0,9
2004,15,fisichella,19,0,10
2004,15,ralf_schumacher,12,0,11
2004,15,massa,10,0,12
2004,15,webber,7,0,13
2004,15,panis,6,0,14
2004,15,pizzonia,6,0,15
2004,15,klien,3,0,16
2004,15,matta,3,0,17
2004,15,heidfeld,3,0,18
2004,15,glock,2,0,19
2004,15,baumgartner,1,0,20
2004,15,zonta,0,0,21
2004,15,gene,0,0,22
2004,15,pantano,0,0,23
2004,15,bruni,0,0,24
2004,16,michael_schumacher,136,12,1
2004,16,barrichello,108,2,2
2004,16,button,79,0,3
2004,16,alonso,50,0,4
2004,16,trulli,46,1,5
2004,16,montoya,46,0,6
2004,16,raikkonen,34,1,7
2004,16,sato,26,0,8
2004,16,coulthard,24,0,9
2004,16,fisichella,21,0,10
2004,16,ralf_schumacher,12,0,11
2004,16,massa,11,0,12
2004,16,webber,7,0,13
2004,16,panis,6,0,14
2004,16,pizzonia,6,0,15
2004,16,klien,3,0,16
2004,16,matta,3,0,17
2004,16,heidfeld,3,0,18
2004,16,glock,2,0,19
2004,16,baumgartner,1,0,20
2004,16,zonta,0,0,21
2004,16,gene,0,0,22
2004,16,villeneuve,0,0,23
2004,16,pantano,0,0,24
2004,16,bruni,0,0,25
2004,17,michael_schumacher,146,13,1
2004,17,barrichello,108,2,2
2004,17,button,85,0,3
2004,17,alonso,54,0,4
2004,17,montoya,48,0,5
2004,17,trulli,46,1,6
2004,17,raikkonen,37,1,7
2004,17,sato,31,0,8
2004,17,coulthard,24,0,9
2004,17,fisichella,22,0,10
2004,17,ralf_schumacher,20,0,11
2004,17,massa,11,0,12
2004,17,webber,7,0,13
2004,17,panis,6,0,14
2004,17,pizzonia,6,0,15
2004,17,klien,3,0,16
2004,17,matta,3,0,17
2004,17,heidfeld,3,0,18
2004,17,glock,2,0,19
2004,17,baumgartner,1,0,20
2004,17,villeneuve,0,0,21
2004,17,zonta,0,0,22
2004,17,gene,0,0,23
2004,17,pantano,0,0,24
2004,17,bruni,0,0,25
2004,18,michael_schumacher,148,13,1
2004,18,barrichello,114,2,2
2004,18,button,85,0,3
2004,18,alonso,59,0,4
2004,18,montoya,58,1,5
2004,18,trulli,46,1,6
2004,18,raikkonen,45,1,7
2004,18,sato,34,0,8
2004,18,ralf_schumacher,24,0,9
2004,18,coulthard,24,0,10
2004,18,fisichella,22,0,11
2004,18,massa,12,0,12
2004,18,webber,7,0,13
2004,18,panis,6,0,14
2004,18,pizzonia,6,0,15
2004,18,klien,3,0,16
2004,18,matta,3,0,17
2004,18,heidfeld,3,0,18
2004,18,glock,2,0,19
2004,18,baumgartner,1,0,20
2004,18,villeneuve,0,0,21
2004,18,zonta,0,0,22
2004,18,gene,0,0,23
2004,18,pantano,0,0,24
2004,18,bruni,0,0,25
2005,1,fisichella,10,1,1
2005,1,barrichello,8,0,2
2005,1,alonso,6,0,3
2005,1,coulthard,5,0,4
2005,1,webber,4,0,5
2005,1,montoya,3,0,6
2005,1,klien,2,0,7
2005,1,raikkonen,1,0,8
2005,1,trulli,0,0,9
2005,1,massa,0,0,10
2005,1,ralf_schumacher,0,0,11
2005,1,villeneuve,0,0,12
2005,1,karthikeyan,0,0,13
2005,1,monteiro,0,0,14
2005,1,friesacher,0,0,15
2005,1,button,0,0,16
2005,1,sato,0,0,17
2005,1,michael_schumacher,0,0,18
2005,1,heidfeld,0,0,19
2005,1,albers,0,0,20
2005,2,alonso,16,1,1
2005,2,fisichella,10,1,2
2005,2,trulli,8,0,3
2005,2,barrichello,8,0,4
2005,2,coulthard,8,0,5
2005,2,montoya,8,0,6
2005,2,heidfeld,6,0,7
2005,2,ralf_schumacher,4,0,8
2005,2,webber,4,0,9
2005,2,klien,3,0,10
2005,2,michael_schumacher,2,0,11
2005,2,raikkonen,1,0,12
2005,2,massa,0,0,13
2005,2,karthikeyan,0,0,14
2005,2,monteiro,0,0,15
2005,2,villeneuve,0,0,16
2005,2,albers,0,0,17
2005,2,friesacher,0,0,18
2005,2,button,0,0,19
2005,2,sato,0,0,20
2005,2,davidson,0,0,21
2005,3,alonso,26,2,1
2005,3,trulli,16,0,2
2005,3,fisichella,10,1,3
2005,3,ralf_schumacher,9,0,4
2005,3,coulthard,9,0,5
2005,3,barrichello,8,0,6
2005,3,montoya,8,0,7
2005,3,raikkonen,7,0,8
2005,3,webber,7,0,9
2005,3,heidfeld,6,0,10
2005,3,rosa,4,0,11
2005,3,klien,3,0,12
2005,3,massa,2,0,13
2005,3,michael_schumacher,2,0,14
2005,3,monteiro,0,0,15
2005,3,villeneuve,0,0,16
2005,3,karthikeyan,0,0,17
2005,3,friesacher,0,0,18
2005,3,albers,0,0,19
2005,3,button,0,0,20
2005,3,sato,0,0,21
2005,3,davidson,0,0,22
2005,4,alonso,36,3,1
2005,4,trulli,20,0,2
2005,4,fisichella,10,1,3
2005,4,michael_schumacher,10,0,4
2005,4,heidfeld,9,0,5
2005,4,ralf_schumacher,9,0,6
2005,4,coulthard,9,0,7
2005,4,webber,9,0,8
2005,4,barrichello,8,0,9
2005,4,montoya,8,0,10
2005,4,raikkonen,7,0,11
2005,4,wurz,6,0,12
2005,4,villeneuve,5,0,13
2005,4,rosa,4,0,14
2005,4,klien,3,0,15
2005,4,massa,2,0,16
2005,4,liuzzi,1,0,17
2005,4,monteiro,0,0,18
2005,4,karthikeyan,0,0,19
2005,4,friesacher,0,0,20
2005,4,albers,0,0,21
2005,4,button,0,0,22
2005,4,sato,0,0,23
2005,4,davidson,0,0,24
2005,5,alonso,44,3,1
2005,5,trulli,26,0,2
2005,5,raikkonen,17,1,3
2005,5,fisichella,14,1,4
2005,5,ralf_schumacher,14,0,5
2005,5,webber,12,0,6
2005,5,michael_schumacher,10,0,7
2005,5,montoya,10,0,8
2005,5,coulthard,10,0,9
2005,5,heidfeld,9,0,10
2005,5,barrichello,8,0,11
2005,5,wurz,6,0,12
2005,5,villeneuve,5,0,13
2005,5,rosa,4,0,14
2005,5,klien,3,0,15
2005,5,massa,2,0,16
2005,5,liuzzi,1,0,17
2005,5,monteiro,0,0,18
2005,5,karthikeyan,0,0,19
2005,5,friesacher,0,0,20
2005,5,albers,0,0,21
2005,5,button,0,0,22
2005,5,sato,0,0,23
2005,5,davidson,0,0,24
2005,6,alonso,49,3,1
2005,6,raikkonen,27,2,2
2005,6,trulli,26,0,3
2005,6,webber,18,0,4
2005,6,heidfeld,17,0,5
2005,6,ralf_schumacher,17,0,6
2005,6,fisichella,14,1,7
2005,6,montoya,14,0,8
2005,6,michael_schumacher,12,0,9
2005,6,coulthard,10,0,10
2005,6,barrichello,9,0,11
2005,6,wurz,6,0,12
2005,6,villeneuve,5,0,13
2005,6,rosa,4,0,14
2005,6,klien,3,0,15
2005,6,massa,2,0,16
2005,6,liuzzi,1,0,17
2005,6,monteiro,0,0,18
2005,6,karthikeyan,0,0,19
2005,6,friesacher,0,0,20
2005,6,albers,0,0,21
2005,6,button,0,0,22
2005,6,sato,0,0,23
2005,6,davidson,0,0,24
2005,7,alonso,59,4,1
2005,7,raikkonen,27,2,2
2005,7,trulli,27,0,3
2005,7,heidfeld,25,0,4
2005,7,webber,18,0,5
2005,7,fisichella,17,1,6
2005,7,ralf_schumacher,17,0,7
2005,7,michael_schumacher,16,0,8
2005,7,montoya,16,0,9
2005,7,barrichello,15,0,10
2005,7,coulthard,15,0,11
2005,7,wurz,6,0,12
2005,7,villeneuve,5,0,13
2005,7,rosa,4,0,14
2005,7,klien,3,0,15
2005,7,massa,2,0,16
2005,7,liuzzi,1,0,17
2005,7,monteiro,0,0,18
2005,7,button,0,0,19
2005,7,karthikeyan,0,0,20
2005,7,friesacher,0,0,21
2005,7,sato,0,0,22
2005,7,albers,0,0,23
2005,7,davidson,0,0,24
2005,8,alonso,59,4,1
2005,8,raikkonen,37,3,2
2005,8,trulli,27,0,3
2005,8,heidfeld,25,0,4
2005,8,michael_schumacher,24,0,5
2005,8,webber,22,0,6
2005,8,barrichello,21,0,7
2005,8,ralf_schumacher,20,0,8
2005,8,fisichella,17,1,9
2005,8,coulthard,17,0,10
2005,8,montoya,16,0,11
2005,8,massa,7,0,12
2005,8,wurz,6,0,13
2005,8,villeneuve,5,0,14
2005,8,rosa,4,0,15
2005,8,klien,4,0,16
2005,8,liuzzi,1,0,17
2005,8,monteiro,0,0,18
2005,8,button,0,0,19
2005,8,karthikeyan,0,0,20
2005,8,albers,0,0,21
2005,8,friesacher,0,0,22
2005,8,sato,0,0,23
2005,8,davidson,0,0,24
2005,9,alonso,59,4,1
2005,9,raikkonen,37,3,2
2005,9,michael_schumacher,34,1,3
2005,9,barrichello,29,0,4
2005,9,trulli,27,0,5
2005,9,heidfeld,25,0,6
2005,9,webber,22,0,7
2005,9,ralf_schumacher,20,0,8
2005,9,fisichella,17,1,9
2005,9,coulthard,17,0,10
